"Opted.out.of.all.email","First.email.send.date","Last.email.send.date","Emails.Delivered"
FALSE,2014-06-25,2014-07-28,12
FALSE,2014-04-24,2014-07-28,11
FALSE,2014-04-27,2014-07-28,15
FALSE,2014-04-26,2014-07-28,15
FALSE,2014-04-25,2014-07-28,15
FALSE,2014-04-26,2014-07-28,25
FALSE,2014-04-25,2014-07-28,16
FALSE,2014-05-07,2014-07-28,7
FALSE,2014-05-25,2014-07-28,11
FALSE,2014-04-30,2014-07-28,10
FALSE,2014-04-27,2014-07-28,15
FALSE,2014-05-07,2014-07-28,10
FALSE,2014-04-26,2014-07-28,11
FALSE,2014-05-05,2014-07-28,17
FALSE,2014-04-27,2014-07-28,11
FALSE,2014-04-25,2014-07-28,11
FALSE,2014-04-27,2014-07-28,20
FALSE,2014-04-26,2014-07-28,16
FALSE,2014-05-07,2014-07-28,11
FALSE,2014-04-28,2014-07-28,11
FALSE,2014-04-25,2014-07-28,11
FALSE,2014-04-28,2014-07-28,11
FALSE,2014-07-02,2014-07-28,9
FALSE,2014-07-18,2014-07-28,6
FALSE,2014-04-26,2014-07-28,15
FALSE,2014-04-28,2014-07-28,11
FALSE,2014-04-26,2014-07-28,20
FALSE,2014-04-26,2014-07-28,17
FALSE,2014-04-28,2014-07-28,11
FALSE,2014-05-07,2014-07-28,17
FALSE,2014-04-25,2014-07-28,26
FALSE,2014-04-29,2014-07-28,10
FALSE,2014-04-27,2014-07-28,11
FALSE,2014-05-02,2014-07-28,10
FALSE,2014-05-07,2014-07-28,16
FALSE,2014-04-29,2014-07-28,34
FALSE,2014-04-30,2014-07-28,15
FALSE,2014-04-29,2014-07-28,17
FALSE,2014-05-06,2014-07-28,18
FALSE,2014-05-07,2014-07-28,42
FALSE,2014-05-02,2014-07-28,11
FALSE,2014-04-29,2014-07-28,15
FALSE,2014-05-05,2014-07-28,15
FALSE,2014-04-30,2014-07-28,11
FALSE,2014-04-29,2014-07-30,12
FALSE,2014-04-28,2014-07-28,16
FALSE,2014-05-02,2014-07-28,20
FALSE,2014-04-28,2014-07-28,13
FALSE,2014-05-07,2014-07-28,11
FALSE,2014-04-29,2014-07-28,15
FALSE,2014-04-28,2014-07-28,21
FALSE,2014-04-29,2014-07-28,11
FALSE,2014-06-24,2014-07-28,4
FALSE,2014-05-05,2014-07-28,21
FALSE,2014-04-30,2014-07-28,13
FALSE,2014-05-01,2014-07-28,13
FALSE,2014-05-01,2014-07-28,20
FALSE,2014-04-28,2014-07-29,20
FALSE,2014-05-07,2014-07-28,14
FALSE,2014-05-02,2014-07-28,15
FALSE,2014-05-07,2014-07-28,5
FALSE,2014-05-05,2014-07-28,10
FALSE,2014-05-05,2014-07-28,10
FALSE,2014-04-28,2014-07-28,12
FALSE,2014-04-28,2014-07-28,16
FALSE,2014-04-30,2014-07-28,14
FALSE,2014-04-28,2014-07-28,11
FALSE,2014-04-30,2014-07-28,11
FALSE,2014-05-05,2014-07-30,20
FALSE,2014-05-07,2014-07-28,19
FALSE,2014-05-07,2014-07-28,15
FALSE,2014-04-29,2014-07-28,18
FALSE,2014-05-07,2014-07-28,10
FALSE,2014-05-19,2014-07-28,12
FALSE,2014-05-07,2014-07-28,14
FALSE,2014-05-05,2014-07-28,16
FALSE,2014-04-28,2014-07-28,20
FALSE,2014-04-30,2014-07-28,14
FALSE,2014-05-07,2014-07-28,10
TRUE,2014-04-30,2014-05-08,6
FALSE,2014-05-07,2014-07-30,19
FALSE,2014-05-06,2014-07-28,16
FALSE,2014-05-06,2014-07-28,11
FALSE,2014-05-07,2014-07-28,10
FALSE,2014-05-06,2014-07-28,15
FALSE,2014-05-07,2014-07-28,10
FALSE,2014-05-07,2014-07-28,15
FALSE,2014-05-02,2014-07-28,17
FALSE,2014-05-07,2014-07-30,16
FALSE,2014-05-07,2014-07-29,11
FALSE,2014-05-06,2014-07-28,27
TRUE,2014-05-05,2014-05-20,7
FALSE,2014-05-07,2014-07-28,11
FALSE,2014-05-02,2014-07-28,11
FALSE,2014-05-04,2014-07-28,11
FALSE,2014-05-03,2014-07-29,12
FALSE,2014-05-05,2014-07-28,12
FALSE,2014-05-06,2014-07-28,10
FALSE,2014-05-05,2014-07-28,15
FALSE,2014-05-07,2014-07-28,14
FALSE,2014-05-07,2014-07-28,10
FALSE,2014-07-02,2014-07-28,8
FALSE,2014-05-04,2014-07-28,16
FALSE,2014-05-20,2014-07-28,4
FALSE,2014-05-06,2014-07-28,13
FALSE,2014-05-07,2014-07-28,11
TRUE,2014-05-06,2014-05-22,8
FALSE,2014-05-07,2014-07-28,10
FALSE,2014-05-07,2014-07-28,14
FALSE,2014-05-07,2014-07-28,26
FALSE,2014-05-05,2014-07-28,17
FALSE,2014-05-05,2014-07-28,15
FALSE,2014-05-07,2014-07-28,16
FALSE,2014-05-02,2014-07-28,15
FALSE,2014-05-05,2014-07-28,21
FALSE,2014-05-07,2014-07-28,10
FALSE,2014-05-07,2014-07-28,11
FALSE,2014-05-04,2014-07-28,11
FALSE,2014-05-06,2014-07-28,14
FALSE,2014-05-06,2014-07-28,29
FALSE,2014-05-07,2014-07-28,10
FALSE,2014-05-05,2014-07-28,11
FALSE,2014-06-06,2014-07-28,20
FALSE,2014-05-07,2014-07-28,10
FALSE,2014-05-05,2014-07-28,11
FALSE,2014-05-05,2014-07-28,18
FALSE,2014-05-05,2014-07-28,15
FALSE,2014-07-29,2014-07-29,1
FALSE,2014-05-13,2014-07-30,19
FALSE,2014-05-05,2014-07-28,10
FALSE,2014-05-12,2014-07-28,9
FALSE,2014-05-09,2014-07-28,14
FALSE,2014-05-12,2014-07-28,9
FALSE,2014-05-07,2014-07-28,17
FALSE,2014-05-20,2014-05-20,1
FALSE,2014-05-12,2014-07-28,14
FALSE,2014-05-07,2014-07-28,10
FALSE,2014-05-07,2014-07-28,10
FALSE,2014-05-12,2014-07-28,9
FALSE,2014-05-12,2014-07-28,9
FALSE,2014-05-07,2014-07-28,11
FALSE,2014-05-07,2014-07-28,14
FALSE,2014-05-12,2014-07-29,17
FALSE,2014-05-12,2014-07-28,24
FALSE,2014-05-08,2014-07-28,20
FALSE,2014-05-06,2014-07-28,11
FALSE,2014-05-12,2014-07-28,19
FALSE,2014-05-12,2014-07-28,9
FALSE,2014-05-12,2014-07-28,6
FALSE,2014-05-07,2014-07-28,13
FALSE,2014-05-12,2014-07-28,9
FALSE,2014-05-07,2014-07-28,10
FALSE,2014-05-12,2014-07-28,9
FALSE,2014-05-12,2014-07-28,11
FALSE,2014-05-12,2014-07-28,18
FALSE,2014-05-07,2014-07-28,10
FALSE,2014-05-12,2014-07-28,13
FALSE,2014-06-04,2014-07-29,15
FALSE,2014-05-07,2014-07-28,10
FALSE,2014-05-08,2014-07-28,9
FALSE,2014-05-09,2014-07-28,14
FALSE,2014-05-12,2014-07-28,14
FALSE,2014-05-08,2014-07-28,5
FALSE,2014-05-07,2014-07-28,14
FALSE,2014-05-12,2014-07-28,12
FALSE,2014-05-12,2014-07-28,9
FALSE,2014-05-12,2014-07-28,14
FALSE,2014-05-12,2014-07-28,18
FALSE,2014-05-07,2014-07-28,21
FALSE,2014-05-07,2014-07-28,15
FALSE,2014-05-12,2014-07-29,10
FALSE,2014-05-07,2014-07-28,10
FALSE,2014-05-07,2014-07-28,16
FALSE,2014-05-08,2014-07-28,10
FALSE,2014-05-07,2014-07-28,15
FALSE,2014-05-12,2014-07-28,8
FALSE,2014-05-07,2014-07-28,13
FALSE,2014-05-08,2014-07-28,10
FALSE,2014-05-12,2014-07-28,9
FALSE,2014-05-14,2014-07-28,9
FALSE,2014-05-11,2014-07-28,22
FALSE,2014-05-15,2014-05-19,2
FALSE,2014-05-13,2014-07-28,9
TRUE,2014-05-10,2014-05-26,10
FALSE,2014-05-20,2014-07-28,13
FALSE,2014-05-14,2014-07-28,14
FALSE,2014-05-10,2014-07-28,10
FALSE,2014-05-13,2014-07-28,14
FALSE,2014-05-13,2014-07-28,14
FALSE,2014-05-14,2014-07-28,12
FALSE,2014-05-20,2014-07-28,4
FALSE,2014-05-10,2014-07-28,15
FALSE,2014-05-15,2014-07-28,10
FALSE,2014-05-15,2014-07-28,9
FALSE,2014-05-20,2014-07-28,11
FALSE,2014-05-10,2014-07-28,18
FALSE,2014-05-10,2014-07-28,10
FALSE,2014-05-14,2014-07-28,9
FALSE,2014-05-15,2014-07-28,9
FALSE,2014-05-09,2014-07-28,10
FALSE,2014-05-13,2014-07-28,9
FALSE,2014-06-04,2014-07-28,8
FALSE,2014-05-12,2014-07-28,10
FALSE,2014-05-11,2014-07-28,10
FALSE,2014-05-12,2014-07-28,21
FALSE,2014-05-12,2014-07-28,14
FALSE,2014-05-12,2014-07-28,19
FALSE,2014-05-15,2014-07-28,15
FALSE,2014-05-14,2014-07-28,8
FALSE,2014-05-14,2014-07-28,6
FALSE,2014-05-13,2014-07-28,9
FALSE,2014-05-15,2014-07-28,14
TRUE,2014-05-11,2014-07-06,7
FALSE,2014-05-12,2014-07-28,23
FALSE,2014-05-12,2014-07-28,10
FALSE,2014-05-12,2014-07-28,16
TRUE,2014-05-12,2014-07-28,14
FALSE,2014-05-20,2014-07-28,14
FALSE,2014-05-14,2014-07-28,9
FALSE,2014-05-14,2014-07-28,9
FALSE,2014-05-12,2014-07-28,12
FALSE,2014-05-13,2014-07-28,9
FALSE,2014-05-14,2014-07-28,14
FALSE,2014-05-12,2014-07-28,30
FALSE,2014-05-20,2014-07-28,14
FALSE,2014-05-15,2014-07-28,18
FALSE,2014-05-15,2014-07-28,9
FALSE,2014-05-15,2014-07-28,23
FALSE,2014-05-13,2014-07-28,12
FALSE,2014-05-19,2014-07-28,9
FALSE,2014-05-19,2014-05-29,4
FALSE,2014-05-19,2014-07-28,8
FALSE,2014-05-16,2014-07-28,9
FALSE,2014-05-13,2014-07-28,11
FALSE,2014-05-16,2014-07-28,14
FALSE,2014-05-15,2014-07-28,10
FALSE,2014-05-16,2014-07-28,19
FALSE,2014-05-14,2014-07-28,11
FALSE,2014-05-16,2014-07-28,14
FALSE,2014-05-19,2014-07-28,8
FALSE,2014-05-14,2014-07-28,19
FALSE,2014-05-20,2014-07-28,5
FALSE,2014-05-19,2014-07-28,30
FALSE,2014-05-15,2014-07-28,10
FALSE,2014-05-20,2014-07-28,4
FALSE,2014-05-19,2014-07-28,9
FALSE,2014-05-14,2014-07-28,15
FALSE,2014-05-19,2014-07-28,9
FALSE,2014-05-20,2014-07-28,13
FALSE,2014-05-13,2014-07-28,21
FALSE,2014-06-01,2014-07-28,9
FALSE,2014-05-14,2014-07-28,10
FALSE,2014-05-19,2014-07-28,9
FALSE,2014-05-19,2014-07-28,20
FALSE,2014-05-20,2014-07-28,11
FALSE,2014-05-12,2014-07-28,10
FALSE,2014-05-20,2014-07-28,10
FALSE,2014-05-13,2014-07-28,14
FALSE,2014-05-19,2014-07-28,9
FALSE,2014-05-13,2014-07-28,11
FALSE,2014-05-16,2014-07-28,17
FALSE,2014-05-20,2014-07-28,18
FALSE,2014-05-31,2014-07-28,18
FALSE,2014-05-19,2014-07-28,9
FALSE,2014-05-16,2014-07-28,16
FALSE,2014-05-16,2014-07-28,11
FALSE,2014-05-13,2014-07-28,10
FALSE,2014-05-19,2014-07-28,8
FALSE,2014-05-16,2014-07-28,9
FALSE,2014-05-16,2014-07-28,12
FALSE,2014-05-19,2014-07-28,9
FALSE,2014-05-20,2014-07-29,17
FALSE,2014-05-19,2014-07-28,9
FALSE,2014-06-16,2014-07-30,17
FALSE,2014-05-19,2014-07-28,9
FALSE,2014-05-13,2014-07-28,23
FALSE,2014-05-16,2014-07-28,9
FALSE,2014-05-19,2014-07-28,14
FALSE,2014-05-20,2014-07-28,14
FALSE,2014-05-20,2014-07-28,9
FALSE,2014-05-20,2014-07-28,16
FALSE,2014-05-20,2014-07-28,14
FALSE,2014-05-17,2014-07-28,10
FALSE,2014-06-24,2014-07-28,3
FALSE,2014-05-20,2014-07-28,9
FALSE,2014-05-20,2014-07-28,14
FALSE,2014-05-19,2014-07-28,9
FALSE,2014-07-14,2014-07-28,13
FALSE,2014-05-20,2014-07-28,9
FALSE,2014-05-20,2014-07-28,9
FALSE,2014-05-20,2014-07-28,9
FALSE,2014-05-20,2014-07-28,15
FALSE,2014-05-20,2014-07-28,19
FALSE,2014-05-20,2014-07-30,13
FALSE,2014-05-20,2014-07-28,9
TRUE,2014-05-20,2014-06-09,11
FALSE,2014-07-28,2014-07-28,1
FALSE,2014-05-19,2014-07-28,19
FALSE,2014-05-20,2014-07-28,17
FALSE,2014-05-17,2014-07-28,15
FALSE,2014-05-20,2014-07-28,20
FALSE,2014-05-19,2014-06-24,7
FALSE,2014-05-20,2014-07-28,18
TRUE,2014-05-19,2014-05-26,4
FALSE,2014-05-20,2014-07-28,9
FALSE,2014-05-20,2014-07-28,14
FALSE,2014-05-17,2014-07-28,14
FALSE,2014-05-17,2014-07-28,10
FALSE,2014-05-20,2014-07-28,15
FALSE,2014-05-19,2014-07-28,13
FALSE,2014-05-20,2014-07-28,9
FALSE,2014-05-18,2014-07-28,10
FALSE,2014-05-20,2014-07-28,9
FALSE,2014-05-20,2014-07-28,9
FALSE,2014-05-20,2014-07-28,14
FALSE,2014-05-20,2014-07-28,9
FALSE,2014-05-20,2014-07-28,24
FALSE,2014-05-20,2014-07-28,10
FALSE,2014-05-19,2014-07-28,17
FALSE,2014-05-20,2014-07-28,18
FALSE,2014-05-18,2014-07-28,10
FALSE,2014-07-12,2014-07-28,3
FALSE,2014-05-20,2014-07-28,8
FALSE,2014-05-20,2014-07-28,9
FALSE,2014-05-19,2014-07-28,9
FALSE,2014-05-20,2014-07-28,16
FALSE,2014-05-20,2014-07-28,9
FALSE,2014-05-23,2014-07-28,11
FALSE,2014-05-26,2014-06-02,4
FALSE,2014-05-26,2014-07-28,8
FALSE,2014-05-23,2014-07-28,22
FALSE,2014-05-22,2014-07-28,9
FALSE,2014-05-26,2014-07-28,8
FALSE,2014-05-23,2014-07-28,13
FALSE,2014-05-20,2014-07-28,10
TRUE,2014-05-22,2014-07-17,10
FALSE,2014-06-24,2014-07-28,13
FALSE,2014-05-26,2014-07-28,8
FALSE,2014-06-26,2014-07-28,12
FALSE,2014-05-26,2014-07-28,17
FALSE,2014-06-10,2014-07-28,16
TRUE,2014-05-23,2014-05-29,3
FALSE,2014-05-23,2014-07-28,29
FALSE,2014-05-26,2014-07-28,8
FALSE,2014-05-23,2014-06-16,8
FALSE,2014-05-23,2014-07-28,9
FALSE,2014-05-26,2014-07-28,13
FALSE,2014-05-26,2014-07-28,8
FALSE,2014-05-26,2014-07-28,8
FALSE,2014-05-23,2014-07-28,13
FALSE,2014-05-20,2014-07-29,13
FALSE,2014-07-10,2014-07-28,8
FALSE,2014-05-20,2014-07-28,9
FALSE,2014-05-21,2014-07-28,9
FALSE,2014-05-20,2014-07-28,13
FALSE,2014-05-22,2014-07-28,9
FALSE,2014-05-22,2014-07-28,9
FALSE,2014-05-26,2014-07-28,6
FALSE,2014-06-02,2014-07-28,9
FALSE,2014-05-29,2014-07-28,10
FALSE,2014-05-20,2014-07-29,30
FALSE,2014-05-22,2014-07-28,9
FALSE,2014-05-21,2014-07-28,18
FALSE,2014-05-21,2014-07-28,13
FALSE,2014-06-24,2014-07-28,4
FALSE,2014-05-26,2014-07-28,8
FALSE,2014-05-23,2014-07-28,18
FALSE,2014-05-26,2014-07-28,8
FALSE,2014-05-26,2014-07-28,14
FALSE,2014-05-26,2014-07-28,13
FALSE,2014-05-21,2014-07-28,14
FALSE,2014-05-23,2014-07-28,8
FALSE,2014-05-26,2014-07-28,8
FALSE,2014-05-22,2014-07-28,11
FALSE,2014-05-25,2014-07-29,35
FALSE,2014-06-02,2014-07-28,13
FALSE,2014-05-27,2014-07-28,9
FALSE,2014-06-24,2014-07-28,4
FALSE,2014-05-27,2014-07-28,13
FALSE,2014-05-30,2014-07-28,8
FALSE,2014-05-29,2014-07-28,8
FALSE,2014-05-27,2014-07-28,9
FALSE,2014-06-02,2014-07-28,18
TRUE,2014-05-29,2014-06-17,10
FALSE,2014-05-24,2014-07-28,15
FALSE,2014-05-26,2014-06-24,6
FALSE,2014-05-28,2014-07-28,9
FALSE,2014-05-25,2014-07-28,20
FALSE,2014-05-29,2014-07-28,8
FALSE,2014-07-19,2014-07-28,6
FALSE,2014-05-27,2014-07-28,6
FALSE,2014-05-27,2014-07-28,9
FALSE,2014-05-25,2014-07-28,8
FALSE,2014-05-26,2014-07-28,17
FALSE,2014-05-29,2014-07-28,14
FALSE,2014-05-26,2014-07-28,11
FALSE,2014-05-28,2014-07-28,9
FALSE,2014-05-26,2014-07-28,21
FALSE,2014-06-17,2014-07-28,21
FALSE,2014-06-02,2014-06-03,2
FALSE,2014-05-25,2014-07-28,8
FALSE,2014-05-30,2014-07-28,18
FALSE,2014-05-28,2014-07-28,9
FALSE,2014-05-27,2014-07-28,9
TRUE,2014-05-27,2014-06-24,10
FALSE,2014-06-03,2014-07-28,9
FALSE,2014-05-25,2014-07-28,10
FALSE,2014-05-28,2014-07-28,23
FALSE,2014-06-20,2014-07-29,15
FALSE,2014-06-02,2014-07-28,15
FALSE,2014-05-28,2014-07-28,8
FALSE,2014-05-29,2014-07-28,16
FALSE,2014-05-30,2014-07-28,12
FALSE,2014-07-16,2014-07-28,6
FALSE,2014-06-02,2014-07-28,8
FALSE,2014-06-02,2014-07-28,8
FALSE,2014-05-27,2014-07-28,9
FALSE,2014-05-26,2014-07-28,9
FALSE,2014-05-30,2014-07-28,8
FALSE,2014-06-11,2014-07-28,9
FALSE,2014-06-20,2014-07-28,9
FALSE,2014-05-28,2014-07-28,9
FALSE,2014-05-27,2014-07-28,9
FALSE,2014-06-18,2014-07-28,9
FALSE,2014-05-29,2014-07-28,14
FALSE,2014-05-30,2014-07-28,14
FALSE,2014-05-31,2014-07-28,13
FALSE,2014-06-30,2014-07-28,8
FALSE,2014-06-02,2014-07-28,10
FALSE,2014-06-04,2014-07-28,13
FALSE,2014-05-31,2014-07-28,9
FALSE,2014-05-29,2014-07-28,15
FALSE,2014-06-03,2014-07-28,15
FALSE,2014-05-30,2014-07-28,23
FALSE,2014-05-30,2014-07-28,21
FALSE,2014-05-29,2014-07-28,9
FALSE,2014-06-04,2014-07-28,8
FALSE,2014-05-31,2014-07-28,9
FALSE,2014-06-21,2014-07-28,7
FALSE,2014-05-30,2014-07-28,10
FALSE,2014-05-29,2014-07-28,9
FALSE,2014-06-23,2014-07-28,11
FALSE,2014-06-09,2014-07-28,11
FALSE,2014-06-02,2014-07-28,8
TRUE,2014-06-02,2014-06-24,7
FALSE,2014-05-30,2014-07-28,13
FALSE,2014-05-29,2014-07-28,26
FALSE,2014-05-29,2014-07-28,10
FALSE,2014-05-29,2014-07-28,10
FALSE,2014-05-30,2014-07-28,9
FALSE,2014-05-30,2014-07-28,9
FALSE,2014-05-30,2014-07-28,14
FALSE,2014-05-29,2014-07-28,14
FALSE,2014-06-01,2014-07-28,13
FALSE,2014-05-29,2014-06-24,6
FALSE,2014-05-31,2014-07-28,14
FALSE,2014-05-31,2014-07-28,9
FALSE,2014-05-30,2014-07-29,15
FALSE,2014-05-30,2014-07-28,6
FALSE,2014-06-04,2014-07-28,19
FALSE,2014-06-15,2014-07-28,24
FALSE,2014-06-27,2014-07-28,7
FALSE,2014-05-29,2014-07-29,22
FALSE,2014-06-01,2014-07-28,17
TRUE,2014-06-01,2014-06-16,10
FALSE,2014-06-02,2014-07-28,10
FALSE,2014-05-29,2014-07-28,9
FALSE,2014-05-31,2014-07-28,12
FALSE,2014-06-02,2014-07-28,11
FALSE,2014-06-03,2014-07-28,9
FALSE,2014-06-02,2014-07-28,8
FALSE,2014-05-30,2014-07-28,9
FALSE,2014-05-29,2014-07-28,14
FALSE,2014-06-02,2014-07-28,9
FALSE,2014-06-02,2014-07-28,14
FALSE,2014-06-02,2014-07-28,14
FALSE,2014-06-04,2014-07-28,15
FALSE,2014-06-08,2014-07-28,25
FALSE,2014-06-02,2014-07-28,13
FALSE,2014-06-02,2014-07-28,14
FALSE,2014-06-20,2014-07-28,15
FALSE,2014-06-02,2014-07-28,10
FALSE,2014-06-02,2014-07-28,9
FALSE,2014-06-06,2014-07-28,13
FALSE,2014-06-02,2014-07-28,15
FALSE,2014-06-02,2014-07-28,14
FALSE,2014-06-24,2014-07-28,4
FALSE,2014-06-23,2014-07-28,10
FALSE,2014-06-04,2014-07-28,9
TRUE,2014-06-02,2014-06-05,2
FALSE,2014-06-04,2014-07-28,14
FALSE,2014-06-01,2014-07-28,9
FALSE,2014-06-05,2014-07-28,15
FALSE,2014-06-24,2014-07-28,9
FALSE,2014-06-03,2014-07-28,9
FALSE,2014-06-04,2014-07-28,9
FALSE,2014-06-04,2014-07-28,9
FALSE,2014-06-09,2014-07-28,17
FALSE,2014-06-02,2014-07-28,13
FALSE,2014-06-05,2014-07-28,8
FALSE,2014-06-06,2014-07-28,8
FALSE,2014-06-04,2014-07-28,10
FALSE,2014-06-02,2014-07-28,10
FALSE,2014-06-05,2014-07-28,9
FALSE,2014-06-03,2014-07-28,9
FALSE,2014-06-24,2014-07-28,4
FALSE,2014-06-04,2014-07-28,11
FALSE,2014-06-04,2014-07-28,12
FALSE,2014-06-02,2014-07-28,15
FALSE,2014-06-03,2014-07-28,9
FALSE,2014-06-03,2014-07-28,9
FALSE,2014-06-02,2014-07-28,14
FALSE,2014-06-09,2014-07-28,8
FALSE,2014-06-16,2014-07-28,9
FALSE,2014-06-03,2014-07-23,9
FALSE,2014-06-05,2014-07-28,8
FALSE,2014-06-08,2014-07-28,14
TRUE,2014-06-09,2014-07-09,7
FALSE,2014-06-03,2014-07-28,14
FALSE,2014-06-01,2014-07-29,22
FALSE,2014-06-02,2014-07-28,13
FALSE,2014-06-03,2014-07-28,9
FALSE,2014-06-06,2014-07-28,9
FALSE,2014-06-07,2014-07-28,13
FALSE,2014-06-07,2014-07-28,14
FALSE,2014-06-09,2014-07-28,8
FALSE,2014-06-05,2014-07-28,9
FALSE,2014-06-05,2014-07-28,13
FALSE,2014-06-05,2014-07-28,9
FALSE,2014-06-09,2014-07-28,8
FALSE,2014-06-05,2014-07-28,14
FALSE,2014-06-05,2014-07-28,17
FALSE,2014-06-07,2014-07-28,9
FALSE,2014-06-05,2014-07-29,11
FALSE,2014-06-06,2014-07-28,9
FALSE,2014-06-06,2014-07-28,9
FALSE,2014-06-10,2014-07-28,8
FALSE,2014-06-05,2014-07-28,9
FALSE,2014-07-23,2014-07-23,1
FALSE,2014-06-08,2014-07-28,9
FALSE,2014-06-09,2014-07-28,9
FALSE,2014-06-09,2014-07-28,18
FALSE,2014-07-03,2014-07-30,21
FALSE,2014-06-05,2014-07-28,35
FALSE,2014-06-05,2014-07-28,13
FALSE,2014-06-06,2014-07-28,26
FALSE,2014-06-05,2014-07-28,9
FALSE,2014-06-05,2014-07-28,9
FALSE,2014-06-09,2014-07-28,9
FALSE,2014-06-07,2014-07-28,9
FALSE,2014-06-06,2014-07-28,14
FALSE,2014-06-10,2014-07-28,9
FALSE,2014-06-09,2014-07-28,8
FALSE,2014-06-07,2014-07-28,9
FALSE,2014-07-04,2014-07-28,8
FALSE,2014-06-09,2014-07-28,8
FALSE,2014-06-09,2014-07-28,10
FALSE,2014-06-09,2014-07-28,15
FALSE,2014-06-05,2014-07-28,13
FALSE,2014-06-09,2014-07-28,10
TRUE,2014-06-04,2014-07-23,8
FALSE,2014-06-06,2014-07-29,13
FALSE,2014-06-05,2014-07-28,11
FALSE,2014-06-09,2014-07-28,17
FALSE,2014-06-09,2014-07-28,13
FALSE,2014-06-05,2014-07-28,13
FALSE,2014-06-09,2014-07-29,14
FALSE,2014-06-07,2014-07-28,20
FALSE,2014-06-05,2014-07-28,18
FALSE,2014-06-09,2014-07-28,9
FALSE,2014-06-06,2014-07-28,9
