"Opted.out.of.all.email","First.email.send.date","Last.email.send.date","Emails.Delivered"
FALSE,2014-06-06,2014-07-28,15
FALSE,2014-06-12,2014-07-28,14
FALSE,2014-06-10,2014-07-29,10
FALSE,2014-06-16,2014-07-28,14
FALSE,2014-06-12,2014-07-28,13
FALSE,2014-06-09,2014-07-28,10
FALSE,2014-06-10,2014-07-28,9
FALSE,2014-06-18,2014-07-28,9
FALSE,2014-06-10,2014-07-28,9
FALSE,2014-06-09,2014-07-28,16
FALSE,2014-06-11,2014-07-28,8
FALSE,2014-06-12,2014-07-28,14
FALSE,2014-06-16,2014-07-28,7
FALSE,2014-06-20,2014-07-28,9
FALSE,2014-06-12,2014-07-28,5
FALSE,2014-06-12,2014-07-28,9
FALSE,2014-06-12,2014-07-28,9
FALSE,2014-06-13,2014-07-28,21
FALSE,2014-06-12,2014-07-28,15
FALSE,2014-06-12,2014-07-28,9
FALSE,2014-06-12,2014-07-28,15
FALSE,2014-06-12,2014-07-29,15
FALSE,2014-06-11,2014-07-28,9
FALSE,2014-06-13,2014-07-28,13
FALSE,2014-06-24,2014-07-28,10
FALSE,2014-06-12,2014-07-29,19
FALSE,2014-06-11,2014-07-14,15
FALSE,2014-06-12,2014-07-28,23
FALSE,2014-06-24,2014-07-29,14
FALSE,2014-06-10,2014-07-30,11
FALSE,2014-06-11,2014-07-29,21
FALSE,2014-06-10,2014-07-28,16
FALSE,2014-06-16,2014-07-28,8
FALSE,2014-06-24,2014-07-28,7
FALSE,2014-06-09,2014-07-30,26
FALSE,2014-06-12,2014-07-28,13
FALSE,2014-06-12,2014-07-28,9
FALSE,2014-07-07,2014-07-28,24
FALSE,2014-06-10,2014-07-28,10
FALSE,2014-06-24,2014-07-29,4
FALSE,2014-06-09,2014-07-28,10
FALSE,2014-06-18,2014-07-28,14
FALSE,2014-06-12,2014-07-28,14
FALSE,2014-06-09,2014-07-28,9
FALSE,2014-06-26,2014-07-28,3
FALSE,2014-06-12,2014-07-28,13
FALSE,2014-06-11,2014-07-28,17
FALSE,2014-07-01,2014-07-28,8
FALSE,2014-06-09,2014-07-28,9
FALSE,2014-06-13,2014-07-03,7
FALSE,2014-06-17,2014-07-28,13
FALSE,2014-06-19,2014-07-28,13
FALSE,2014-06-14,2014-07-28,9
FALSE,2014-06-15,2014-07-28,13
FALSE,2014-06-13,2014-07-28,8
FALSE,2014-06-14,2014-07-28,13
FALSE,2014-06-13,2014-07-28,13
FALSE,2014-06-16,2014-07-28,12
FALSE,2014-06-18,2014-07-28,8
FALSE,2014-06-13,2014-07-28,10
FALSE,2014-06-16,2014-07-28,14
FALSE,2014-06-15,2014-07-28,9
FALSE,2014-06-13,2014-07-28,9
FALSE,2014-06-15,2014-07-28,22
FALSE,2014-06-14,2014-07-28,13
FALSE,2014-06-12,2014-07-28,12
FALSE,2014-06-13,2014-07-28,12
FALSE,2014-06-12,2014-07-28,13
FALSE,2014-06-24,2014-07-28,3
FALSE,2014-06-14,2014-07-28,10
FALSE,2014-06-14,2014-07-28,10
FALSE,2014-06-13,2014-07-28,9
FALSE,2014-06-18,2014-07-28,8
FALSE,2014-06-13,2014-07-28,9
FALSE,2014-06-16,2014-07-23,8
FALSE,2014-06-13,2014-07-28,9
FALSE,2014-06-15,2014-07-28,13
FALSE,2014-06-15,2014-07-29,11
FALSE,2014-06-17,2014-07-28,8
FALSE,2014-06-13,2014-07-28,21
FALSE,2014-06-14,2014-07-28,13
FALSE,2014-06-15,2014-07-28,15
FALSE,2014-06-15,2014-07-29,25
FALSE,2014-06-13,2014-07-28,10
FALSE,2014-06-16,2014-07-28,8
FALSE,2014-06-17,2014-07-28,14
FALSE,2014-06-17,2014-07-28,9
FALSE,2014-06-15,2014-07-28,10
FALSE,2014-06-13,2014-07-28,11
FALSE,2014-06-13,2014-07-28,9
FALSE,2014-06-14,2014-07-28,9
FALSE,2014-06-13,2014-07-28,15
FALSE,2014-06-15,2014-07-28,9
FALSE,2014-06-15,2014-07-28,14
FALSE,2014-06-13,2014-07-28,9
FALSE,2014-06-16,2014-07-28,8
FALSE,2014-06-13,2014-07-28,10
FALSE,2014-06-13,2014-07-28,14
FALSE,2014-06-15,2014-07-28,10
FALSE,2014-06-17,2014-07-28,9
FALSE,2014-06-18,2014-07-28,14
FALSE,2014-06-16,2014-07-28,10
FALSE,2014-06-18,2014-07-28,14
FALSE,2014-06-16,2014-07-28,9
FALSE,2014-06-19,2014-07-28,9
FALSE,2014-06-20,2014-07-28,13
FALSE,2014-06-17,2014-07-23,12
FALSE,2014-06-17,2014-07-28,10
TRUE,2014-06-18,2014-06-30,10
FALSE,2014-06-16,2014-07-28,14
FALSE,2014-06-20,2014-07-28,14
FALSE,2014-06-18,2014-07-28,19
FALSE,2014-06-19,2014-07-28,13
FALSE,2014-06-19,2014-07-28,9
FALSE,2014-06-23,2014-07-30,9
FALSE,2014-06-20,2014-07-28,18
FALSE,2014-06-19,2014-07-28,9
TRUE,2014-06-19,2014-07-23,12
FALSE,2014-06-17,2014-07-28,13
FALSE,2014-06-20,2014-07-28,14
FALSE,2014-06-20,2014-07-28,8
FALSE,2014-06-24,2014-07-28,14
FALSE,2014-06-16,2014-07-28,14
FALSE,2014-06-23,2014-07-28,8
FALSE,2014-06-17,2014-07-28,13
FALSE,2014-06-23,2014-07-28,8
FALSE,2014-06-16,2014-07-28,9
FALSE,2014-06-16,2014-07-28,9
FALSE,2014-06-23,2014-07-28,8
FALSE,2014-06-16,2014-07-29,14
TRUE,2014-06-20,2014-07-10,12
FALSE,2014-06-20,2014-07-28,9
FALSE,2014-06-20,2014-07-28,11
FALSE,2014-06-16,2014-07-28,9
FALSE,2014-06-20,2014-07-28,10
FALSE,2014-06-23,2014-07-28,8
FALSE,2014-06-16,2014-07-28,14
TRUE,2014-07-22,2014-07-28,5
FALSE,2014-06-19,2014-07-28,9
FALSE,2014-06-19,2014-07-28,11
FALSE,2014-06-16,2014-07-28,10
FALSE,2014-06-23,2014-07-28,8
FALSE,2014-07-08,2014-07-28,3
FALSE,2014-06-20,2014-07-28,15
FALSE,2014-06-19,2014-07-28,9
FALSE,2014-06-19,2014-07-28,9
FALSE,2014-06-24,2014-07-28,3
FALSE,2014-06-19,2014-07-28,16
FALSE,2014-06-18,2014-07-28,14
FALSE,2014-06-30,2014-07-28,7
FALSE,2014-06-23,2014-07-28,8
FALSE,2014-06-24,2014-07-28,14
FALSE,2014-06-21,2014-07-28,14
TRUE,2014-06-23,2014-07-10,12
FALSE,2014-07-02,2014-07-28,9
FALSE,2014-06-24,2014-07-28,9
FALSE,2014-06-27,2014-07-28,8
FALSE,2014-06-26,2014-07-28,8
FALSE,2014-06-23,2014-07-28,14
FALSE,2014-06-23,2014-07-28,18
FALSE,2014-06-23,2014-07-28,17
FALSE,2014-06-25,2014-07-28,20
FALSE,2014-06-24,2014-07-28,15
FALSE,2014-06-24,2014-07-28,9
TRUE,2014-07-17,2014-07-17,1
FALSE,2014-06-27,2014-07-28,10
FALSE,2014-06-24,2014-07-28,8
FALSE,2014-06-24,2014-07-28,14
FALSE,2014-06-30,2014-07-28,7
FALSE,2014-06-22,2014-07-28,13
FALSE,2014-06-22,2014-07-28,9
FALSE,2014-06-24,2014-07-28,8
FALSE,2014-06-21,2014-07-28,10
FALSE,2014-06-24,2014-07-28,12
FALSE,2014-06-24,2014-07-28,12
FALSE,2014-06-25,2014-07-28,12
FALSE,2014-06-23,2014-07-28,9
FALSE,2014-06-25,2014-07-28,10
TRUE,2014-07-01,2014-07-15,7
TRUE,2014-06-30,2014-07-07,3
FALSE,2014-06-22,2014-07-28,12
FALSE,2014-06-23,2014-07-28,9
FALSE,2014-06-27,2014-07-30,11
FALSE,2014-06-24,2014-07-28,8
FALSE,2014-06-24,2014-07-28,14
FALSE,2014-06-22,2014-07-28,11
FALSE,2014-06-24,2014-07-28,11
FALSE,2014-06-23,2014-07-28,9
FALSE,2014-06-30,2014-07-28,8
FALSE,2014-06-23,2014-07-28,15
FALSE,2014-06-21,2014-07-28,12
FALSE,2014-06-24,2014-07-28,36
FALSE,2014-06-21,2014-07-28,13
FALSE,2014-06-25,2014-07-28,16
FALSE,2014-06-27,2014-07-28,7
FALSE,2014-06-21,2014-07-28,8
FALSE,2014-06-21,2014-07-28,14
FALSE,2014-06-24,2014-07-28,15
FALSE,2014-07-01,2014-07-28,9
FALSE,2014-06-27,2014-07-28,14
FALSE,2014-07-01,2014-07-28,13
FALSE,2014-07-01,2014-07-28,10
FALSE,2014-07-01,2014-07-28,15
FALSE,2014-06-29,2014-07-28,8
FALSE,2014-07-01,2014-07-28,9
FALSE,2014-06-27,2014-07-28,16
FALSE,2014-07-01,2014-07-28,9
FALSE,2014-07-03,2014-07-28,7
FALSE,2014-06-30,2014-07-28,3
FALSE,2014-06-28,2014-07-28,3
FALSE,2014-06-30,2014-07-28,11
FALSE,2014-07-06,2014-07-28,6
FALSE,2014-07-01,2014-07-28,9
FALSE,2014-07-01,2014-07-28,20
FALSE,2014-07-01,2014-07-28,8
FALSE,2014-06-27,2014-07-28,12
FALSE,2014-06-29,2014-07-28,18
FALSE,2014-06-28,2014-07-28,14
FALSE,2014-07-03,2014-07-29,11
FALSE,2014-06-27,2014-07-28,9
FALSE,2014-07-01,2014-07-28,8
FALSE,2014-07-01,2014-07-28,8
FALSE,2014-06-27,2014-07-29,15
FALSE,2014-07-02,2014-07-28,3
FALSE,2014-07-01,2014-07-28,13
FALSE,2014-06-27,2014-07-28,12
FALSE,2014-06-28,2014-07-28,13
FALSE,2014-06-30,2014-07-28,9
FALSE,2014-06-27,2014-07-28,9
FALSE,2014-06-30,2014-07-28,13
FALSE,2014-06-30,2014-07-28,8
FALSE,2014-06-27,2014-07-28,8
TRUE,2014-07-01,2014-07-10,4
FALSE,2014-07-01,2014-07-28,7
FALSE,2014-06-28,2014-07-28,3
FALSE,2014-06-28,2014-07-28,8
FALSE,2014-06-28,2014-07-28,8
FALSE,2014-07-01,2014-07-28,8
FALSE,2014-07-02,2014-07-28,7
FALSE,2014-06-28,2014-07-28,14
FALSE,2014-06-28,2014-07-28,8
FALSE,2014-06-30,2014-07-28,14
FALSE,2014-06-30,2014-07-28,3
FALSE,2014-06-29,2014-07-28,9
FALSE,2014-06-30,2014-07-28,8
FALSE,2014-06-27,2014-07-28,8
FALSE,2014-07-01,2014-07-28,9
FALSE,2014-07-02,2014-07-28,14
FALSE,2014-07-04,2014-07-28,3
FALSE,2014-07-03,2014-07-28,9
FALSE,2014-07-03,2014-07-28,8
FALSE,2014-07-05,2014-07-28,12
FALSE,2014-07-03,2014-07-28,21
TRUE,2014-07-04,2014-07-10,5
FALSE,2014-07-04,2014-07-28,3
FALSE,2014-07-06,2014-07-28,8
FALSE,2014-07-02,2014-07-28,9
FALSE,2014-07-02,2014-07-28,13
FALSE,2014-07-02,2014-07-28,8
FALSE,2014-07-02,2014-07-28,8
FALSE,2014-07-04,2014-07-28,8
FALSE,2014-07-03,2014-07-28,3
FALSE,2014-07-03,2014-07-28,9
FALSE,2014-07-02,2014-07-28,8
FALSE,2014-07-23,2014-07-28,2
FALSE,2014-07-03,2014-07-28,5
FALSE,2014-07-02,2014-07-28,8
FALSE,2014-07-03,2014-07-28,13
FALSE,2014-07-02,2014-07-28,9
FALSE,2014-07-03,2014-07-28,8
FALSE,2014-07-04,2014-07-28,15
FALSE,2014-07-04,2014-07-28,21
FALSE,2014-07-04,2014-07-28,16
FALSE,2014-07-02,2014-07-28,10
FALSE,2014-07-04,2014-07-28,8
FALSE,2014-07-02,2014-07-28,11
FALSE,2014-07-04,2014-07-28,15
FALSE,2014-07-02,2014-07-28,11
FALSE,2014-07-07,2014-07-28,11
FALSE,2014-07-07,2014-07-28,7
FALSE,2014-07-02,2014-07-30,21
FALSE,2014-07-03,2014-07-28,8
FALSE,2014-07-03,2014-07-28,9
FALSE,2014-07-04,2014-07-28,3
FALSE,2014-07-02,2014-07-28,3
FALSE,2014-07-03,2014-07-28,10
FALSE,2014-07-02,2014-07-28,3
FALSE,2014-07-03,2014-07-28,11
FALSE,2014-07-02,2014-07-28,8
FALSE,2014-07-05,2014-07-28,28
FALSE,2014-07-02,2014-07-28,3
FALSE,2014-07-15,2014-07-28,20
FALSE,2014-07-02,2014-07-28,3
FALSE,2014-07-03,2014-07-28,3
FALSE,2014-07-02,2014-07-28,3
FALSE,2014-07-07,2014-07-28,3
FALSE,2014-07-06,2014-07-28,8
FALSE,2014-07-07,2014-07-28,11
FALSE,2014-07-08,2014-07-28,19
FALSE,2014-07-08,2014-07-28,3
FALSE,2014-07-06,2014-07-28,3
FALSE,2014-07-07,2014-07-28,3
FALSE,2014-07-08,2014-07-28,9
FALSE,2014-07-06,2014-07-28,8
FALSE,2014-07-06,2014-07-28,8
FALSE,2014-07-07,2014-07-28,7
FALSE,2014-07-07,2014-07-28,13
FALSE,2014-07-08,2014-07-28,9
FALSE,2014-07-08,2014-07-28,3
FALSE,2014-07-20,2014-07-29,19
FALSE,2014-07-08,2014-07-28,3
FALSE,2014-07-10,2014-07-28,7
FALSE,2014-07-08,2014-07-28,9
FALSE,2014-07-09,2014-07-28,12
FALSE,2014-07-23,2014-07-28,2
FALSE,2014-07-07,2014-07-28,13
FALSE,2014-07-08,2014-07-28,3
FALSE,2014-07-24,2014-07-28,2
FALSE,2014-07-08,2014-07-28,9
FALSE,2014-07-06,2014-07-28,3
FALSE,2014-07-09,2014-07-28,9
FALSE,2014-07-25,2014-07-28,3
FALSE,2014-07-08,2014-07-28,9
FALSE,2014-07-07,2014-07-28,3
FALSE,2014-07-06,2014-07-28,9
FALSE,2014-07-06,2014-07-28,3
FALSE,2014-07-06,2014-07-28,11
FALSE,2014-07-06,2014-07-28,10
FALSE,2014-07-06,2014-07-28,8
FALSE,2014-07-08,2014-07-28,12
FALSE,2014-07-08,2014-07-28,3
FALSE,2014-07-07,2014-07-28,9
FALSE,2014-07-06,2014-07-28,9
FALSE,2014-07-05,2014-07-28,6
FALSE,2014-07-07,2014-07-28,8
FALSE,2014-07-07,2014-07-28,11
FALSE,2014-07-10,2014-07-28,7
FALSE,2014-07-05,2014-07-28,11
FALSE,2014-07-06,2014-07-28,10
FALSE,2014-07-08,2014-07-28,9
FALSE,2014-07-06,2014-07-29,27
FALSE,2014-07-06,2014-07-28,10
FALSE,2014-07-08,2014-07-28,8
FALSE,2014-07-09,2014-07-28,3
FALSE,2014-07-09,2014-07-28,9
FALSE,2014-07-11,2014-07-28,5
FALSE,2014-07-12,2014-07-28,7
FALSE,2014-07-10,2014-07-28,7
FALSE,2014-07-14,2014-07-29,7
FALSE,2014-07-10,2014-07-28,12
FALSE,2014-07-12,2014-07-28,8
FALSE,2014-07-12,2014-07-28,5
FALSE,2014-07-13,2014-07-28,8
TRUE,2014-07-10,2014-07-24,12
FALSE,2014-07-11,2014-07-28,8
FALSE,2014-07-12,2014-07-28,13
FALSE,2014-07-23,2014-07-28,2
FALSE,2014-07-14,2014-07-29,7
FALSE,2014-07-09,2014-07-11,1
FALSE,2014-07-10,2014-07-28,12
FALSE,2014-07-12,2014-07-30,4
FALSE,2014-07-23,2014-07-28,2
FALSE,2014-07-11,2014-07-28,3
FALSE,2014-07-09,2014-07-28,9
FALSE,2014-07-09,2014-07-29,9
FALSE,2014-07-11,2014-07-28,8
TRUE,2014-07-14,2014-07-28,6
FALSE,2014-07-09,2014-07-28,3
FALSE,2014-07-09,2014-07-28,15
FALSE,2014-07-23,2014-07-28,2
FALSE,2014-07-11,2014-07-28,3
FALSE,2014-07-13,2014-07-28,9
FALSE,2014-07-12,2014-07-28,3
FALSE,2014-07-10,2014-07-28,8
FALSE,2014-07-09,2014-07-28,13
FALSE,2014-07-09,2014-07-29,9
FALSE,2014-07-09,2014-07-28,9
FALSE,2014-07-11,2014-07-28,13
FALSE,2014-07-11,2014-07-29,14
FALSE,2014-07-10,2014-07-28,3
FALSE,2014-07-10,2014-07-28,11
FALSE,2014-07-10,2014-07-28,8
FALSE,2014-07-10,2014-07-28,8
FALSE,2014-07-11,2014-07-28,8
FALSE,2014-07-12,2014-07-28,12
FALSE,2014-07-09,2014-07-28,3
FALSE,2014-07-10,2014-07-28,9
FALSE,2014-07-10,2014-07-28,8
FALSE,2014-07-09,2014-07-30,11
FALSE,2014-07-12,2014-07-28,8
FALSE,2014-07-09,2014-07-29,9
FALSE,2014-07-23,2014-07-28,2
FALSE,2014-07-09,2014-07-28,9
FALSE,2014-07-16,2014-07-28,6
FALSE,2014-07-16,2014-07-28,6
FALSE,2014-07-17,2014-07-28,6
FALSE,2014-07-15,2014-07-23,1
FALSE,2014-07-14,2014-07-28,8
FALSE,2014-07-15,2014-07-28,14
FALSE,2014-07-14,2014-07-28,8
FALSE,2014-07-14,2014-07-28,3
FALSE,2014-07-15,2014-07-28,3
FALSE,2014-07-18,2014-07-28,7
FALSE,2014-07-18,2014-07-28,6
FALSE,2014-07-21,2014-07-28,5
FALSE,2014-07-18,2014-07-28,6
FALSE,2014-07-23,2014-07-28,2
FALSE,2014-07-17,2014-07-28,6
FALSE,2014-07-17,2014-07-28,3
FALSE,2014-07-13,2014-07-28,11
FALSE,2014-07-15,2014-07-28,4
FALSE,2014-07-18,2014-07-29,7
FALSE,2014-07-22,2014-07-29,11
FALSE,2014-07-18,2014-07-28,3
FALSE,2014-07-18,2014-07-28,9
FALSE,2014-07-16,2014-07-28,11
FALSE,2014-07-18,2014-07-28,6
FALSE,2014-07-15,2014-07-28,3
FALSE,2014-07-15,2014-07-28,8
FALSE,2014-07-13,2014-07-28,3
FALSE,2014-07-17,2014-07-28,6
FALSE,2014-07-15,2014-07-28,3
FALSE,2014-07-17,2014-07-28,6
FALSE,2014-07-15,2014-07-28,3
FALSE,2014-07-14,2014-07-28,3
FALSE,2014-07-14,2014-07-28,3
FALSE,2014-07-23,2014-07-30,8
FALSE,2014-07-15,2014-07-28,16
FALSE,2014-07-16,2014-07-28,11
FALSE,2014-07-17,2014-07-28,9
FALSE,2014-07-15,2014-07-28,3
TRUE,2014-07-14,2014-07-14,1
FALSE,2014-07-15,2014-07-28,7
FALSE,2014-07-15,2014-07-28,7
FALSE,2014-07-14,2014-07-28,8
FALSE,2014-07-13,2014-07-28,10
FALSE,2014-07-13,2014-07-28,3
FALSE,2014-07-19,2014-07-28,6
TRUE,2014-07-19,2014-07-23,7
FALSE,2014-07-18,2014-07-28,9
FALSE,2014-07-19,2014-07-28,6
FALSE,2014-07-20,2014-07-28,5
FALSE,2014-07-21,2014-07-28,8
FALSE,2014-07-22,2014-07-28,3
FALSE,2014-07-20,2014-07-28,3
FALSE,2014-07-20,2014-07-28,6
FALSE,2014-07-22,2014-07-28,3
TRUE,2014-07-19,2014-07-23,3
FALSE,2014-07-20,2014-07-28,5
FALSE,2014-07-22,2014-07-28,5
FALSE,2014-07-20,2014-07-28,5
FALSE,2014-07-23,2014-07-28,2
FALSE,2014-07-22,2014-07-28,11
FALSE,2014-07-22,2014-07-28,5
FALSE,2014-07-22,2014-07-28,5
FALSE,2014-07-20,2014-07-28,3
FALSE,2014-07-20,2014-07-28,11
FALSE,2014-07-19,2014-07-28,6
FALSE,2014-07-20,2014-07-28,3
FALSE,2014-07-23,2014-07-28,5
FALSE,2014-07-20,2014-07-28,5
FALSE,2014-07-21,2014-07-30,12
FALSE,2014-07-22,2014-07-28,5
FALSE,2014-07-21,2014-07-29,11
FALSE,2014-07-21,2014-07-28,5
FALSE,2014-07-22,2014-07-28,7
FALSE,2014-07-20,2014-07-28,5
FALSE,2014-07-21,2014-07-30,4
FALSE,2014-07-21,2014-07-28,3
FALSE,2014-07-21,2014-07-28,5
FALSE,2014-07-21,2014-07-28,3
FALSE,2014-07-20,2014-07-28,5
FALSE,2014-07-19,2014-07-28,6
FALSE,2014-07-22,2014-07-28,5
TRUE,2014-07-21,2014-07-28,6
FALSE,2014-07-21,2014-07-28,5
FALSE,2014-07-19,2014-07-28,4
FALSE,2014-07-22,2014-07-28,5
FALSE,2014-07-19,2014-07-28,6
FALSE,2014-07-22,2014-07-28,9
FALSE,2014-07-22,2014-07-28,3
FALSE,2014-07-22,2014-07-28,5
FALSE,2014-07-19,2014-07-28,6
FALSE,2014-07-19,2014-07-28,3
FALSE,2014-07-21,2014-07-28,3
FALSE,2014-07-22,2014-07-30,18
FALSE,2014-07-21,2014-07-29,18
FALSE,2014-07-21,2014-07-28,3
FALSE,2014-07-22,2014-07-28,8
FALSE,2014-07-19,2014-07-29,8
FALSE,2014-07-23,2014-07-28,6
FALSE,2014-07-22,2014-07-28,3
FALSE,2014-07-23,2014-07-28,4
FALSE,2014-07-27,2014-07-30,3
FALSE,2014-07-26,2014-07-29,3
FALSE,2014-07-23,2014-07-23,1
FALSE,2014-07-26,2014-07-28,2
FALSE,2014-07-23,2014-07-28,3
FALSE,2014-07-26,2014-07-28,2
FALSE,2014-07-25,2014-07-29,4
FALSE,2014-07-26,2014-07-29,3
FALSE,2014-07-25,2014-07-28,3
FALSE,2014-07-23,2014-07-28,3
FALSE,2014-07-24,2014-07-28,2
FALSE,2014-07-28,2014-07-28,1
FALSE,2014-07-24,2014-07-28,3
FALSE,2014-07-28,2014-07-28,2
FALSE,2014-07-26,2014-07-29,3
FALSE,2014-07-28,2014-07-28,1
FALSE,2014-07-25,2014-07-28,3
FALSE,2014-07-24,2014-07-28,9
FALSE,2014-07-23,2014-07-28,3
FALSE,2014-07-25,2014-07-28,3
FALSE,2014-07-25,2014-07-28,2
FALSE,2014-07-25,2014-07-28,2
FALSE,2014-07-24,2014-07-28,2
FALSE,2014-07-23,2014-07-28,2
FALSE,2014-07-25,2014-07-28,2
FALSE,2014-07-23,2014-07-28,2
FALSE,2014-07-28,2014-07-28,2
FALSE,2014-07-26,2014-07-28,2
FALSE,2014-07-25,2014-07-28,3
FALSE,2014-07-26,2014-07-28,2
FALSE,2014-07-26,2014-07-28,2
FALSE,2014-07-28,2014-07-28,1
FALSE,2014-07-25,2014-07-28,2
FALSE,2014-07-25,2014-07-28,3
FALSE,2014-07-23,2014-07-28,3
FALSE,2014-07-23,2014-07-28,3
FALSE,2014-07-26,2014-07-28,2
FALSE,2014-07-22,2014-07-28,3
FALSE,2014-07-27,2014-07-28,3
FALSE,2014-07-22,2014-07-28,6
FALSE,2014-07-24,2014-07-28,7
FALSE,2014-07-26,2014-07-29,3
FALSE,2014-07-25,2014-07-28,3
FALSE,2014-07-24,2014-07-28,2
FALSE,2014-07-25,2014-07-28,2
FALSE,2014-07-28,2014-07-28,6
FALSE,2014-07-29,2014-07-29,1
FALSE,2014-07-29,2014-07-29,1
FALSE,2014-07-27,2014-07-29,9
FALSE,2014-07-28,2014-07-28,1
TRUE,2014-07-30,2014-07-30,1
FALSE,2014-07-29,2014-07-30,5
FALSE,2014-07-30,2014-07-30,1
FALSE,2014-07-28,2014-07-28,1
FALSE,2014-07-27,2014-07-28,2
FALSE,2014-07-29,2014-07-29,1
FALSE,2014-07-29,2014-07-29,3
FALSE,2014-07-28,2014-07-28,2
FALSE,2014-07-29,2014-07-29,1
FALSE,2014-07-27,2014-07-30,7
FALSE,2014-07-29,2014-07-30,3
FALSE,2014-07-28,2014-07-28,2
FALSE,2014-07-29,2014-07-29,2
FALSE,2014-07-29,2014-07-29,1
FALSE,2014-07-28,2014-07-28,1
FALSE,2014-07-30,2014-07-30,1
FALSE,2014-07-28,2014-07-28,2
FALSE,2014-07-29,2014-07-29,1
FALSE,2014-07-29,2014-07-29,1
FALSE,2014-07-28,2014-07-29,1
FALSE,2014-07-28,2014-07-30,2
FALSE,2014-07-30,2014-07-30,1
FALSE,2014-07-30,2014-07-30,7
FALSE,2014-07-28,2014-07-29,3
FALSE,2014-07-27,2014-07-28,2
FALSE,2014-07-27,2014-07-30,6
FALSE,2014-07-29,2014-07-29,1
FALSE,2014-07-28,2014-07-28,2
FALSE,2014-07-30,2014-07-30,1
FALSE,2014-07-29,2014-07-29,1
FALSE,2014-07-29,2014-07-29,1
FALSE,2014-07-28,2014-07-28,2
TRUE,2014-07-27,2014-07-28,3
FALSE,2014-07-30,2014-07-30,1
